1,-1,939,563,47,134,1,-1,-1,-1
1,-1,753,558,49,129,1,-1,-1,-1
1,-1,96,234,40,89,1,-1,-1,-1
1,-1,153,4,41,72,1,-1,-1,-1
1,-1,841,786,55,94,1,-1,-1,-1
1,-1,563,269,31,102,1,-1,-1,-1
1,-1,629,771,43,107,1,-1,-1,-1
1,-1,331,23,35,107,1,-1,-1,-1
1,-1,547,87,35,86,1,-1,-1,-1
1,-1,140,110,40,91,1,-1,-1,-1
1,-1,589,777,55,102,1,-1,-1,-1
1,-1,1022,634,55,120,1,-1,-1,-1
2,-1,837,786,58,94,1,-1,-1,-1
2,-1,562,268,33,102,1,-1,-1,-1
2,-1,751,559,50,131,1,-1,-1,-1
2,-1,939,563,45,138,1,-1,-1,-1
2,-1,93,237,41,84,1,-1,-1,-1
2,-1,549,87,36,84,1,-1,-1,-1
2,-1,154,5,39,71,1,-1,-1,-1
2,-1,331,21,35,109,1,-1,-1,-1
2,-1,586,778,54,101,1,-1,-1,-1
2,-1,597,274,38,96,1,-1,-1,-1
2,-1,630,769,40,106,1,-1,-1,-1
2,-1,139,111,40,89,1,-1,-1,-1
3,-1,829,781,70,99,1,-1,-1,-1
3,-1,560,268,34,101,1,-1,-1,-1
3,-1,549,86,36,84,1,-1,-1,-1
3,-1,751,553,47,133,1,-1,-1,-1
3,-1,137,109,41,92,1,-1,-1,-1
3,-1,90,243,39,77,1,-1,-1,-1
3,-1,938,564,45,132,1,-1,-1,-1
3,-1,152,4,43,72,1,-1,-1,-1
3,-1,581,497,45,99,1,-1,-1,-1
3,-1,597,275,39,94,1,-1,-1,-1
3,-1,330,22,35,106,1,-1,-1,-1
3,-1,630,765,41,111,1,-1,-1,-1
3,-1,938,346,37,105,1,-1,-1,-1
3,-1,971,624,58,121,1,-1,-1,-1
3,-1,346,581,66,157,1,-1,-1,-1
4,-1,548,83,37,87,1,-1,-1,-1
4,-1,559,268,35,103,1,-1,-1,-1
4,-1,153,3,43,73,1,-1,-1,-1
4,-1,827,782,73,98,1,-1,-1,-1
4,-1,329,20,36,110,1,-1,-1,-1
4,-1,941,566,42,108,1,-1,-1,-1
4,-1,752,549,48,136,1,-1,-1,-1
4,-1,136,111,42,93,1,-1,-1,-1
4,-1,575,634,50,126,1,-1,-1,-1
5,-1,939,560,49,138,1,-1,-1,-1
5,-1,549,85,37,85,1,-1,-1,-1
5,-1,560,268,33,103,1,-1,-1,-1
5,-1,329,23,36,105,1,-1,-1,-1
5,-1,154,4,43,73,1,-1,-1,-1
5,-1,627,758,42,97,1,-1,-1,-1
5,-1,136,111,42,90,1,-1,-1,-1
5,-1,826,777,69,103,1,-1,-1,-1
5,-1,346,590,73,145,1,-1,-1,-1
6,-1,821,772,63,107,1,-1,-1,-1
6,-1,626,757,42,98,1,-1,-1,-1
6,-1,559,268,34,104,1,-1,-1,-1
6,-1,550,84,37,83,1,-1,-1,-1
6,-1,940,559,48,138,1,-1,-1,-1
6,-1,328,21,36,105,1,-1,-1,-1
6,-1,347,585,73,146,1,-1,-1,-1
7,-1,818,771,67,108,1,-1,-1,-1
7,-1,549,83,40,85,1,-1,-1,-1
7,-1,624,758,44,95,1,-1,-1,-1
7,-1,557,268,36,103,1,-1,-1,-1
7,-1,938,557,50,138,1,-1,-1,-1
7,-1,937,343,37,107,1,-1,-1,-1
7,-1,136,115,40,87,1,-1,-1,-1
7,-1,729,551,52,164,1,-1,-1,-1
8,-1,819,769,63,110,1,-1,-1,-1
8,-1,548,83,42,84,1,-1,-1,-1
8,-1,558,270,37,99,1,-1,-1,-1
8,-1,624,757,44,98,1,-1,-1,-1
8,-1,727,549,52,166,1,-1,-1,-1
9,-1,817,768,64,111,1,-1,-1,-1
9,-1,625,755,44,99,1,-1,-1,-1
9,-1,546,82,43,86,1,-1,-1,-1
9,-1,557,270,37,98,1,-1,-1,-1
9,-1,722,548,58,172,1,-1,-1,-1
9,-1,399,308,57,153,1,-1,-1,-1
9,-1,394,590,35,118,1,-1,-1,-1
10,-1,815,767,63,113,1,-1,-1,-1
10,-1,623,754,44,101,1,-1,-1,-1
10,-1,713,544,66,181,1,-1,-1,-1
10,-1,571,761,59,119,1,-1,-1,-1
10,-1,318,551,50,167,1,-1,-1,-1
10,-1,938,337,38,108,1,-1,-1,-1
10,-1,545,82,44,83,1,-1,-1,-1
10,-1,558,268,36,99,1,-1,-1,-1
10,-1,997,577,61,162,1,-1,-1,-1
10,-1,63,243,29,83,1,-1,-1,-1
11,-1,814,764,64,116,1,-1,-1,-1
11,-1,710,543,68,184,1,-1,-1,-1
11,-1,569,757,61,123,1,-1,-1,-1
11,-1,620,750,46,104,1,-1,-1,-1
11,-1,998,575,61,164,1,-1,-1,-1
11,-1,937,337,39,107,1,-1,-1,-1
11,-1,558,267,37,100,1,-1,-1,-1
11,-1,545,81,42,85,1,-1,-1,-1
