1,-1,1022,925,86,155,1,-1,-1,-1
1,-1,861,898,78,170,1,-1,-1,-1
1,-1,347,7,48,135,1,-1,-1,-1
2,-1,342,2,51,127,1,-1,-1,-1
3,-1,344,2,48,125,1,-1,-1,-1
4,-1,345,2,48,122,1,-1,-1,-1
4,-1,1022,897,79,180,1,-1,-1,-1
5,-1,343,0,49,119,1,-1,-1,-1
6,-1,1587,951,65,125,1,-1,-1,-1
6,-1,1411,986,68,94,1,-1,-1,-1
6,-1,1016,892,77,167,1,-1,-1,-1
8,-1,1586,936,61,141,1,-1,-1,-1
8,-1,1403,972,70,108,1,-1,-1,-1
9,-1,1574,936,70,137,1,-1,-1,-1
9,-1,1402,968,70,111,1,-1,-1,-1
9,-1,255,673,79,193,1,-1,-1,-1
11,-1,1391,962,71,115,1,-1,-1,-1
11,-1,695,1015,110,64,1,-1,-1,-1
11,-1,844,835,77,178,1,-1,-1,-1
12,-1,1392,959,72,120,1,-1,-1,-1
12,-1,698,1011,102,69,1,-1,-1,-1
13,-1,699,1010,102,70,1,-1,-1,-1
13,-1,1563,912,79,155,1,-1,-1,-1
13,-1,1385,958,77,119,1,-1,-1,-1
14,-1,698,1008,98,72,1,-1,-1,-1
14,-1,1565,905,75,163,1,-1,-1,-1
15,-1,1559,902,80,160,1,-1,-1,-1
15,-1,1387,948,73,125,1,-1,-1,-1
16,-1,1560,895,79,157,1,-1,-1,-1
16,-1,46,969,74,111,1,-1,-1,-1
16,-1,226,937,89,143,1,-1,-1,-1
16,-1,701,983,92,97,1,-1,-1,-1
16,-1,1367,940,93,136,1,-1,-1,-1
17,-1,1563,887,72,155,1,-1,-1,-1
17,-1,699,980,100,100,1,-1,-1,-1
17,-1,224,935,84,145,1,-1,-1,-1
17,-1,42,960,72,120,1,-1,-1,-1
18,-1,1560,885,75,154,1,-1,-1,-1
18,-1,221,929,82,150,1,-1,-1,-1
18,-1,1364,925,86,154,1,-1,-1,-1
19,-1,203,921,85,159,1,-1,-1,-1
20,-1,203,920,81,160,1,-1,-1,-1
20,-1,1560,872,75,152,1,-1,-1,-1
21,-1,197,918,86,162,1,-1,-1,-1
22,-1,196,904,84,175,1,-1,-1,-1
22,-1,711,351,76,191,1,-1,-1,-1
22,-1,699,954,108,125,1,-1,-1,-1
23,-1,193,902,82,175,1,-1,-1,-1
23,-1,1336,940,59,140,1,-1,-1,-1
23,-1,700,951,104,129,1,-1,-1,-1
24,-1,188,895,82,185,1,-1,-1,-1
24,-1,712,353,73,181,1,-1,-1,-1
25,-1,185,896,77,184,1,-1,-1,-1
25,-1,1542,853,80,152,1,-1,-1,-1
25,-1,803,1025,85,55,1,-1,-1,-1
26,-1,174,887,86,193,1,-1,-1,-1
26,-1,1541,845,81,158,1,-1,-1,-1
26,-1,804,1023,86,57,1,-1,-1,-1
27,-1,707,348,75,175,1,-1,-1,-1
27,-1,1537,839,85,165,1,-1,-1,-1
27,-1,802,1018,90,61,1,-1,-1,-1
28,-1,798,1014,97,66,1,-1,-1,-1
28,-1,1529,840,89,160,1,-1,-1,-1
29,-1,1533,836,83,146,1,-1,-1,-1
30,-1,826,734,79,173,1,-1,-1,-1
30,-1,1531,831,82,150,1,-1,-1,-1
30,-1,705,337,74,183,1,-1,-1,-1
31,-1,1528,823,84,158,1,-1,-1,-1
31,-1,801,1003,85,77,1,-1,-1,-1
31,-1,824,724,79,180,1,-1,-1,-1
31,-1,991,731,75,179,1,-1,-1,-1
32,-1,1529,820,83,157,1,-1,-1,-1
32,-1,803,1001,82,79,1,-1,-1,-1
33,-1,1529,813,80,158,1,-1,-1,-1
33,-1,991,730,74,172,1,-1,-1,-1
34,-1,1531,805,78,162,1,-1,-1,-1
34,-1,681,899,115,175,1,-1,-1,-1
35,-1,1529,804,76,156,1,-1,-1,-1
35,-1,1322,818,97,235,1,-1,-1,-1
36,-1,677,892,113,184,1,-1,-1,-1
36,-1,1329,820,89,234,1,-1,-1,-1
36,-1,1526,803,75,149,1,-1,-1,-1
37,-1,1518,798,81,155,1,-1,-1,-1
38,-1,1599,961,54,119,1,-1,-1,-1
39,-1,1593,955,59,124,1,-1,-1,-1
39,-1,1199,882,101,187,1,-1,-1,-1
39,-1,1457,1029,104,48,1,-1,-1,-1
40,-1,1455,1031,102,47,1,-1,-1,-1
40,-1,1518,793,78,150,1,-1,-1,-1
41,-1,1454,1026,97,53,1,-1,-1,-1
41,-1,1215,858,85,174,1,-1,-1,-1
41,-1,1521,790,76,151,1,-1,-1,-1
42,-1,1456,1021,96,58,1,-1,-1,-1
42,-1,1212,856,89,178,1,-1,-1,-1
42,-1,1518,783,79,160,1,-1,-1,-1
42,-1,1574,932,79,148,1,-1,-1,-1
42,-1,689,859,103,221,1,-1,-1,-1
43,-1,1460,1015,77,64,1,-1,-1,-1
43,-1,1571,932,82,147,1,-1,-1,-1
43,-1,1518,778,81,165,1,-1,-1,-1
44,-1,1456,1007,76,73,1,-1,-1,-1
44,-1,1519,773,78,158,1,-1,-1,-1
44,-1,1581,944,70,132,1,-1,-1,-1
45,-1,1454,1001,78,79,1,-1,-1,-1
45,-1,1517,767,78,160,1,-1,-1,-1
45,-1,1571,928,80,152,1,-1,-1,-1
46,-1,1570,927,79,153,1,-1,-1,-1
46,-1,1449,991,75,88,1,-1,-1,-1
47,-1,1570,923,77,157,1,-1,-1,-1
47,-1,1447,985,78,95,1,-1,-1,-1
47,-1,1519,764,74,148,1,-1,-1,-1
48,-1,1568,922,80,158,1,-1,-1,-1
48,-1,1445,987,82,93,1,-1,-1,-1
48,-1,1519,760,71,154,1,-1,-1,-1
48,-1,1312,770,87,248,1,-1,-1,-1
49,-1,1449,983,72,97,1,-1,-1,-1
49,-1,1564,918,82,162,1,-1,-1,-1
49,-1,1517,762,72,150,1,-1,-1,-1
50,-1,1450,978,70,102,1,-1,-1,-1
50,-1,1565,907,81,167,1,-1,-1,-1
51,-1,1449,973,73,107,1,-1,-1,-1
51,-1,1567,907,79,165,1,-1,-1,-1
51,-1,1510,749,80,149,1,-1,-1,-1
52,-1,1447,967,71,112,1,-1,-1,-1
52,-1,1566,907,76,164,1,-1,-1,-1
52,-1,1511,748,80,150,1,-1,-1,-1
53,-1,1441,965,75,112,1,-1,-1,-1
53,-1,1562,905,77,166,1,-1,-1,-1
53,-1,1508,747,80,152,1,-1,-1,-1
54,-1,1440,965,65,114,1,-1,-1,-1
54,-1,1560,900,78,171,1,-1,-1,-1
54,-1,1511,741,77,157,1,-1,-1,-1
55,-1,1439,958,66,119,1,-1,-1,-1
55,-1,1505,736,82,159,1,-1,-1,-1
55,-1,1561,897,73,175,1,-1,-1,-1
56,-1,1504,732,81,163,1,-1,-1,-1
56,-1,1437,956,64,118,1,-1,-1,-1
56,-1,1538,891,92,182,1,-1,-1,-1
57,-1,1508,731,76,160,1,-1,-1,-1
57,-1,1538,888,89,185,1,-1,-1,-1
58,-1,1542,876,81,196,1,-1,-1,-1
58,-1,1500,732,81,148,1,-1,-1,-1
58,-1,48,776,78,180,1,-1,-1,-1
59,-1,1536,881,86,188,1,-1,-1,-1
59,-1,1502,727,80,151,1,-1,-1,-1
60,-1,1537,876,84,189,1,-1,-1,-1
61,-1,1529,875,91,181,1,-1,-1,-1
61,-1,1500,726,74,140,1,-1,-1,-1
61,-1,38,771,79,183,1,-1,-1,-1
61,-1,1344,823,57,137,1,-1,-1,-1
61,-1,1430,938,82,140,1,-1,-1,-1
62,-1,1540,865,79,170,1,-1,-1,-1
62,-1,1505,723,69,144,1,-1,-1,-1
62,-1,901,0,68,206,1,-1,-1,-1
63,-1,1537,861,79,174,1,-1,-1,-1
63,-1,1503,716,70,155,1,-1,-1,-1
64,-1,1538,863,74,172,1,-1,-1,-1
64,-1,1410,921,87,159,1,-1,-1,-1
64,-1,1503,715,68,155,1,-1,-1,-1
65,-1,1534,861,76,173,1,-1,-1,-1
65,-1,900,0,69,206,1,-1,-1,-1
65,-1,247,606,82,181,1,-1,-1,-1
65,-1,1503,713,66,160,1,-1,-1,-1
66,-1,1532,859,76,176,1,-1,-1,-1
66,-1,252,603,76,181,1,-1,-1,-1
66,-1,900,0,68,206,1,-1,-1,-1
67,-1,1530,849,73,186,1,-1,-1,-1
67,-1,897,0,71,204,1,-1,-1,-1
67,-1,251,607,76,174,1,-1,-1,-1
67,-1,1493,712,77,144,1,-1,-1,-1
68,-1,1527,851,74,182,1,-1,-1,-1
68,-1,1459,1019,81,61,1,-1,-1,-1
68,-1,897,2,71,203,1,-1,-1,-1
68,-1,253,607,75,177,1,-1,-1,-1
68,-1,11,753,70,187,1,-1,-1,-1
68,-1,1420,910,73,163,1,-1,-1,-1
69,-1,1522,845,78,187,1,-1,-1,-1
69,-1,1419,906,72,166,1,-1,-1,-1
69,-1,256,607,72,176,1,-1,-1,-1
69,-1,1497,706,70,153,1,-1,-1,-1
